exercise_name,group,current_involvement,reviewed_involvement,status,reviewer,reviewed_date,changes_made,notes
Single-Leg Dumbbell Deadlift,legs,"hamstrings:1.0, glutes:1.0, lowerBack:0.7, forearms:0.4","hamstrings:primary, gluteMax:secondary, gluteMed:secondary, lowerBack:secondary, forearms:secondary, adductors:secondary, calves:secondary, abs:secondary, obliques:secondary",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; added adductors:0.4; added calves:0.4; added abs:0.4; added obliques:0.4,"Single-leg RDL mapping is inferred from the reviewed RDL pattern with unilateral balance demands: hamstrings stay primary, glutes and spinal erectors assist, while adductors, calves, abs, and obliques stabilize pelvis and stance; loaded variants also include grip."
Kettlebell Forward Lunge,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; added calves:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added shins:0.2; added forearms:0.2,"Loaded lunge mapping uses the reviewed lunge profile plus implement stabilization: quads remain primary, glutes/adductors major, hamstrings/calves assist, trunk braces, shins trace ankle control, and forearms or traps hold the load depending on implement."
Side-Seated Single-Leg Machine Leg Press,legs,"glutes:1.0, adductors:0.4","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:stabilizer, obliques:stabilizer, lowerBack:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted adductors 0.4->0.7; added quads:1.0; added hamstrings:0.4; added calves:0.4; added abs:0.2; added obliques:0.2; added lowerBack:0.2; added shins:0.2,"Residual squat mapping uses the reviewed squat rules: quadriceps primary, glutes/adductors major, hamstrings dynamic stabilizers, calves/trunk/shins included for ankle and posture control."
Seated Machine Calf Raise,legs,calves:1.0,calves:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,Calf/tibialis isolation mapping keeps plantarflexion as calves-only and dorsiflexion/tibialis raises as shins-only in the app vocabulary.
Sled Push,legs,"quads:1.0, glutes:1.0, calves:0.7, hamstrings:0.4, deltoids:0.4","quads:primary, gluteMax:secondary, calves:secondary, hamstrings:secondary, adductors:secondary, abs:secondary, obliques:stabilizer, shins:stabilizer",done,Codex,2026-07-19,reweighted glutes 1.0->0.7; removed deltoids; added adductors:0.4; added abs:0.4; added obliques:0.2; added shins:0.2,"Jump/conditioning mapping combines reviewed squat/jump mechanics: quads primary, glutes/calves major, hamstrings/adductors/trunk/shins assist landing and propulsion."
Sliding Lateral Lunge,legs,"quads:1.0, glutes:1.0, adductors:0.7, hamstrings:0.4","quads:primary, adductors:primary, gluteMed:secondary, gluteMax:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:secondary, lowerBack:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted adductors 0.7->1.0; added calves:0.4; added abs:0.4; added obliques:0.4; added lowerBack:0.2; added shins:0.2,"Lateral lunge/Cossack mapping uses lunge plus lateral-step-up/monopodal-squat evidence: quads and adductors are primary, glutes major, hamstrings/calves assist, and obliques/lowerBack/shins stabilize frontal-plane control."
3-1-1 Bodyweight Tempo Squat,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4, calves:0.4, abs:0.2","quads:primary, gluteMax:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:stabilizer, obliques:stabilizer, lowerBack:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; added obliques:0.2; added lowerBack:0.2; added shins:0.2,"Residual squat mapping uses the reviewed squat rules: quadriceps primary, glutes/adductors major, hamstrings dynamic stabilizers, calves/trunk/shins included for ankle and posture control."
Smith Machine Split Squat,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:secondary, obliques:secondary, lowerBack:stabilizer, shins:stabilizer, traps:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; added calves:0.4; added abs:0.4; added obliques:0.4; added lowerBack:0.2; added shins:0.2; added traps:0.2,"Split-squat/Bulgarian mapping uses lunge and monopodal-squat EMG evidence: quads are primary, glutes/adductors major, hamstrings/calves assist, and abs/obliques/lowerBack/shins stabilize the unilateral stance and balance. Smith bar support adds trace trap stabilization instead of dumbbell grip."
Smith Machine Squat,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, adductors:0.4","quads:primary, gluteMax:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, lowerBack:stabilizer, abs:stabilizer, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted adductors 0.4->0.7; reweighted hamstrings 0.7->0.4; added calves:0.4; added lowerBack:0.2; added abs:0.2; added obliques:0.2; added shins:0.2,"Squat-family review from NASM and ExRx: quadriceps primary; gluteus maximus, adductor magnus, and calf complex assist; hamstrings act mainly as dynamic stabilizers; trunk muscles stabilize loaded squats. Added shins:0.2 for tibialis anterior dorsiflexion/ankle-position control during descent."
Barbell Snatch,legs,"traps:1.0, glutes:1.0, hamstrings:1.0, deltoids:0.7, quads:0.7, lowerBack:0.4, lats:0.4, forearms:0.4","gluteMax:primary, quads:primary, hamstrings:secondary, traps:secondary, deltoids:secondary, lowerBack:secondary, lats:secondary, serratus:secondary, calves:secondary, forearms:secondary, abs:secondary, obliques:stabilizer, triceps:stabilizer",done,Codex,2026-07-19,reweighted traps 1.0->0.7; reweighted hamstrings 1.0->0.7; reweighted quads 0.7->1.0; reweighted lowerBack 0.4->0.7; added serratus:0.4; added calves:0.4; added abs:0.4; added obliques:0.2; added triceps:0.2,"Snatch mapping follows Olympic-pull mechanics with overhead stabilization: glutes/quads drive triple extension, hamstrings/lowerBack assist, traps/calf complex and grip support the pull, while deltoids, serratus, lats, triceps, abs, and obliques stabilize the overhead catch."
Barbell Speed Deadlift,legs,"glutes:1.0, hamstrings:1.0, lowerBack:1.0, traps:0.7, forearms:0.7, quads:0.4, lats:0.4","gluteMax:primary, lowerBack:primary, hamstrings:secondary, quads:secondary, forearms:secondary, traps:secondary, lats:secondary, adductors:secondary, calves:secondary, abs:secondary, obliques:stabilizer, rhomboids:stabilizer",done,Codex,2026-06-27,reweighted hamstrings 1.0->0.7; reweighted traps 0.7->0.4; reweighted quads 0.4->0.7; added adductors:0.4; added calves:0.4; added abs:0.4; added obliques:0.2; added rhomboids:0.2,"Deadlift-family review from ExRx deadlift and deadlift EMG/systematic-review evidence: glutes and spinal erectors carry the hip-extension/trunk-extension demand; hamstrings, quadriceps, adductors, and calf complex assist; forearms grip; lats, traps/rhomboids, abs, and obliques stabilize the bar, scapulae, and trunk. Speed variation keeps the same involved muscles; intent changes velocity rather than anatomy."
Squat Jump,legs,"quads:1.0, glutes:1.0, calves:0.7, hamstrings:0.4","quads:primary, gluteMax:secondary, calves:secondary, hamstrings:secondary, adductors:secondary, abs:secondary, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; added adductors:0.4; added abs:0.4; added obliques:0.2; added shins:0.2,"Jump/landing mapping uses countermovement-jump and squat mechanics: quads drive takeoff/landing, glutes and calves are major, hamstrings/adductors/trunk/shins stabilize landing and propulsion."
Squat Thrust,legs,"quads:1.0, glutes:1.0, hipFlexors:0.7, abs:0.7, hamstrings:0.4, deltoids:0.4, calves:0.4","quads:primary, gluteMax:secondary, calves:secondary, hamstrings:secondary, adductors:secondary, abs:secondary, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; removed hipFlexors; reweighted abs 0.7->0.4; removed deltoids; reweighted calves 0.4->0.7; added adductors:0.4; added obliques:0.2; added shins:0.2,"Jump/landing mapping uses countermovement-jump and squat mechanics: quads drive takeoff/landing, glutes and calves are major, hamstrings/adductors/trunk/shins stabilize landing and propulsion."
Barbell Back Squat,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, lowerBack:0.4, adductors:0.4","quads:primary, gluteMax:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, lowerBack:secondary, abs:stabilizer, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted adductors 0.4->0.7; reweighted hamstrings 0.7->0.4; added calves:0.4; added abs:0.2; added obliques:0.2; added shins:0.2,"Squat-family review from NASM and ExRx: quadriceps primary; gluteus maximus, adductor magnus, and calf complex assist; hamstrings act mainly as dynamic stabilizers; trunk muscles stabilize loaded squats. Added shins:0.2 for tibialis anterior dorsiflexion/ankle-position control during descent."
Standing Cable Hip Adduction,legs,adductors:1.0,"adductors:primary, abs:stabilizer, obliques:stabilizer",done,Codex,2026-06-27,added abs:0.2; added obliques:0.2,Hip abduction/adduction mapping follows hip action anatomy: glutes represent glute med/min abductors; adductors represent medial-thigh adduction; trunk muscles stabilize standing or side-lying positions.
Standing Machine Calf Raise,legs,calves:1.0,calves:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,Calf/tibialis isolation mapping keeps plantarflexion as calves-only and dorsiflexion/tibialis raises as shins-only in the app vocabulary.
Step Jack,legs,"quads:1.0, glutes:0.7, abs:0.4, deltoids:0.4, calves:0.4","quads:primary, gluteMed:secondary, calves:secondary, hamstrings:secondary, adductors:secondary, abs:secondary, obliques:stabilizer, shins:stabilizer",done,Codex,2026-07-19,removed deltoids; reweighted calves 0.4->0.7; added hamstrings:0.4; added adductors:0.4; added obliques:0.2; added shins:0.2,"Jump/conditioning mapping combines reviewed squat/jump mechanics: quads primary, glutes/calves major, hamstrings/adductors/trunk/shins assist landing and propulsion."
Barbell Stiff-Legged Deadlift,legs,"hamstrings:1.0, glutes:1.0, lowerBack:0.7, forearms:0.4","hamstrings:primary, gluteMax:secondary, lowerBack:secondary, forearms:secondary, abs:secondary, obliques:stabilizer, traps:stabilizer, lats:stabilizer, adductors:stabilizer, calves:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; added abs:0.4; added obliques:0.2; added traps:0.2; added lats:0.2; added adductors:0.2; added calves:0.2,"RDL/stiff-leg hinge mapping uses ExRx straight-leg deadlift and RDL EMG evidence: hamstrings are the prime hip extensor under stretch, glutes and spinal erectors contribute strongly, grip and shoulder-girdle muscles hold the implement, and trunk/calf/adductor activity stabilizes stance. Stiff-leg variation keeps hamstrings primary and spinal erectors/glutes as major contributors."
Barbell Sumo Deadlift,legs,"glutes:1.0, adductors:1.0, quads:1.0, lowerBack:0.7, hamstrings:0.4, traps:0.4","gluteMax:primary, adductors:primary, quads:secondary, lowerBack:secondary, forearms:secondary, hamstrings:secondary, traps:secondary, lats:secondary, calves:secondary, abs:secondary, obliques:stabilizer, rhomboids:stabilizer",done,Codex,2026-06-27,reweighted quads 1.0->0.7; added forearms:0.7; added lats:0.4; added calves:0.4; added abs:0.4; added obliques:0.2; added rhomboids:0.2,"Sumo deadlift mapping uses the deadlift profile with wide-stance mechanics: glutes and adductors are emphasized, quadriceps assist from the deeper knee angle, hamstrings are secondary, and grip, trunk, lats/traps, and calf complex stabilize the pull."
Bodyweight Sumo Squat,legs,"quads:1.0, glutes:1.0, adductors:0.7, hamstrings:0.4","quads:primary, gluteMax:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, lowerBack:stabilizer, abs:stabilizer, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; added calves:0.4; added lowerBack:0.2; added abs:0.2; added obliques:0.2; added shins:0.2,"Squat-family review from NASM and ExRx: quadriceps primary; gluteus maximus, adductor magnus, and calf complex assist; hamstrings act mainly as dynamic stabilizers; trunk muscles stabilize loaded squats. Added shins:0.2 for tibialis anterior dorsiflexion/ankle-position control during descent."
Supine Hip Abduction,legs,glutes:1.0,"gluteMed:primary, abs:stabilizer, obliques:stabilizer, hipFlexors:stabilizer",done,Codex,2026-06-27,added abs:0.2; added obliques:0.2; added hipFlexors:0.2,Hip abduction/adduction mapping follows hip action anatomy: glutes represent glute med/min abductors; adductors represent medial-thigh adduction; trunk muscles stabilize standing or side-lying positions.
Barbell Thruster,legs,"quads:1.0, glutes:1.0, deltoids:0.7, triceps:0.4, traps:0.4, abs:0.4","quads:primary, gluteMax:secondary, deltoids:secondary, triceps:secondary, hamstrings:secondary, adductors:secondary, calves:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, pectorals:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; removed traps; added hamstrings:0.4; added adductors:0.4; added calves:0.4; added serratus:0.4; added obliques:0.2; added lowerBack:0.2; added pectorals:0.2; added shins:0.2,"Thruster/wall-ball/squat-to-press mapping combines reviewed squat and overhead-press rules, adding serratus/trunk and upper-body press stabilizers to the lower-body base."
Tibialis Raise,legs,shins:1.0,shins:primary,done,Codex,2026-06-27,no mapping change; reviewed and confirmed,Calf/tibialis isolation mapping keeps plantarflexion as calves-only and dorsiflexion/tibialis raises as shins-only in the app vocabulary.
Trap Bar Deadlift,legs,"glutes:1.0, quads:1.0, hamstrings:0.7, lowerBack:0.7, traps:0.4, forearms:0.4, abs:0.2","quads:primary, gluteMax:primary, hamstrings:secondary, lowerBack:secondary, forearms:secondary, adductors:secondary, calves:secondary, traps:secondary, abs:secondary, obliques:stabilizer, lats:stabilizer",done,Codex,2026-06-27,reweighted forearms 0.4->0.7; reweighted abs 0.2->0.4; added adductors:0.4; added calves:0.4; added obliques:0.2; added lats:0.2,"Deadlift-family review from ExRx deadlift and deadlift EMG/systematic-review evidence: glutes and spinal erectors carry the hip-extension/trunk-extension demand; hamstrings, quadriceps, adductors, and calf complex assist; forearms grip; lats, traps/rhomboids, abs, and obliques stabilize the bar, scapulae, and trunk. Trap-bar mechanics shift the pull toward a more knee-dominant pattern, so quads are retained as co-primary with glutes."
Trap Bar Squat,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, lowerBack:0.4, traps:0.4","quads:primary, gluteMax:secondary, forearms:secondary, hamstrings:secondary, adductors:secondary, calves:secondary, lowerBack:secondary, traps:secondary, abs:secondary, obliques:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; added forearms:0.7; added adductors:0.4; added calves:0.4; added abs:0.4; added obliques:0.2; added shins:0.2,"Residual squat mapping uses the reviewed squat rules: quadriceps primary, glutes/adductors major, hamstrings dynamic stabilizers, calves/trunk/shins included for ankle and posture control."
Single-Leg Hip Thrust,legs,"glutes:1.0, hamstrings:0.7, quads:0.4","gluteMax:primary, gluteMed:secondary, hamstrings:secondary, abs:secondary, obliques:secondary, quads:stabilizer, adductors:stabilizer, calves:stabilizer, lowerBack:stabilizer",done,Codex,2026-06-27,reweighted hamstrings 0.7->0.4; reweighted quads 0.4->0.2; added abs:0.4; added obliques:0.4; added adductors:0.2; added calves:0.2; added lowerBack:0.2,"Single-leg bridge/hip-thrust mapping uses the reviewed hip-thrust pattern plus unilateral pelvic-control demands: glutes remain primary, hamstrings assist, abs/obliques brace, and adductors/calves help stabilize the pelvis and stance limb."
Wall Ball,legs,"quads:1.0, glutes:1.0, deltoids:0.7, triceps:0.4, abs:0.4","quads:primary, gluteMax:secondary, deltoids:secondary, triceps:secondary, hamstrings:secondary, adductors:secondary, calves:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, pectorals:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; added hamstrings:0.4; added adductors:0.4; added calves:0.4; added serratus:0.4; added obliques:0.2; added lowerBack:0.2; added pectorals:0.2; added shins:0.2,"Thruster/wall-ball/squat-to-press mapping combines reviewed squat and overhead-press rules, adding serratus/trunk and upper-body press stabilizers to the lower-body base."
Wall Sit,legs,"quads:1.0, glutes:0.7, adductors:0.4","quads:primary, gluteMax:secondary, adductors:secondary, calves:stabilizer, abs:stabilizer, shins:stabilizer",done,Codex,2026-06-27,reweighted glutes 0.7->0.4; added calves:0.2; added abs:0.2; added shins:0.2,"Residual squat mapping uses the reviewed squat rules: quadriceps primary, glutes/adductors major, hamstrings dynamic stabilizers, calves/trunk/shins included for ankle and posture control."
Dumbbell Step-Up,legs,"quads:1.0, glutes:1.0, hamstrings:0.7, calves:0.4, adductors:0.4, abs:0.2","quads:primary, gluteMax:secondary, gluteMed:secondary, adductors:secondary, hamstrings:secondary, calves:secondary, abs:stabilizer, obliques:stabilizer, lowerBack:stabilizer, shins:stabilizer, forearms:stabilizer, traps:stabilizer",done,Codex,2026-06-27,reweighted glutes 1.0->0.7; reweighted hamstrings 0.7->0.4; reweighted adductors 0.4->0.7; added obliques:0.2; added lowerBack:0.2; added shins:0.2; added forearms:0.2; added traps:0.2,"Step-up mapping follows ExRx step-up and PLOS lateral-step-up EMG evidence: quads are primary, glutes/adductors/calf complex assist, hamstrings dynamically stabilize, trunk/obliques/shins stabilize, and dumbbell loading adds trace forearm/trap stabilization."
Dumbbell Arnold Press,shoulders,"deltoids:1.0, triceps:0.7, traps:0.4","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added pectorals:0.4; added serratus:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Overhead press mapping follows ExRx military press plus overhead-press EMG evidence: deltoids are primary, triceps major, clavicular pectorals, traps, and serratus assist scapular/pressing mechanics, while abs/obliques/lowerBack brace standing posture and biceps is a trace dynamic stabilizer."
Band Pull-Apart with External Rotation,shoulders,"deltoids:1.0, rhomboids:0.4, traps:0.4, teresMajor:0.4","deltoids:primary, traps:secondary, rhomboids:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,corrected explicit external-rotator taxonomy,Posterior deltoids and scapular retractors control the pull; infraspinatus and teres minor are represented explicitly by externalRotators wherever the movement includes external rotation.
Banded External Rotation,shoulders,"teresMajor:1.0, deltoids:0.4, rhomboids:0.2","externalRotators:primary, deltoids:stabilizer, rhomboids:stabilizer, traps:stabilizer",done,Codex,2026-07-19,corrected explicit external-rotator taxonomy,"Infraspinatus and teres minor are the primary lateral rotators and are represented by externalRotators; deltoids, rhomboids, and traps stabilize the humerus and scapula without receiving hard-set volume credit."
Behind-the-Back Cable Lateral Raise,shoulders,"deltoids:1.0, traps:0.4","deltoids:primary, traps:secondary, serratus:secondary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Bent-Over Dumbbell High Pull,shoulders,"deltoids:1.0, traps:1.0, biceps:0.4, rhomboids:0.4","traps:primary, deltoids:primary, gluteMax:secondary, quads:secondary, hamstrings:secondary, calves:secondary, biceps:secondary, forearms:secondary, lowerBack:secondary, rhomboids:stabilizer, abs:stabilizer",done,Codex,2026-06-27,reweighted rhomboids 0.4->0.2; added glutes:0.7; added quads:0.7; added hamstrings:0.4; added calves:0.4; added forearms:0.4; added lowerBack:0.4; added abs:0.2,"Upright-row/high-pull mapping uses upright-row EMG showing deltoid/trapezius dominance with biceps/forearms assistance; explosive high-pull variants add lower-body drive, calves, and lowerBack bracing."
Plate Bus Driver,shoulders,"deltoids:1.0, serratus:0.4, traps:0.4","deltoids:primary, serratus:secondary, traps:secondary, pectorals:stabilizer, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added pectorals:0.2; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Machine Reverse Fly,shoulders,"deltoids:1.0, rhomboids:0.4, traps:0.4","deltoids:primary, rhomboids:secondary, traps:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,corrected rotator-cuff taxonomy; retained reviewed role weights,"Posterior deltoids drive horizontal abduction; rhomboids and traps retract and stabilize the scapulae, while infraspinatus and teres minor are represented explicitly by externalRotators rather than teresMajor."
Cable External Rotation,shoulders,"deltoids:1.0, teresMajor:0.4","externalRotators:primary, deltoids:stabilizer, rhomboids:stabilizer, traps:stabilizer",done,Codex,2026-07-19,corrected explicit external-rotator taxonomy,"Infraspinatus and teres minor are the primary lateral rotators and are represented by externalRotators; deltoids, rhomboids, and traps stabilize the humerus and scapula without receiving hard-set volume credit."
Single-Arm Cable Lateral Raise,shoulders,"deltoids:1.0, traps:0.4","deltoids:primary, traps:secondary, serratus:secondary, forearms:stabilizer, abs:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added forearms:0.2; added abs:0.2,"Lateral/front raise mapping uses lateral-raise EMG and shoulder-abduction mechanics: deltoids are primary, traps/serratus support upward rotation, forearms grip, and abs brace standing cable/dumbbell posture."
Cable Rear Delt Fly,shoulders,"deltoids:1.0, rhomboids:0.4, traps:0.4","deltoids:primary, rhomboids:secondary, traps:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,corrected rotator-cuff taxonomy; retained reviewed role weights,"Posterior deltoids drive horizontal abduction; rhomboids and traps retract and stabilize the scapulae, while infraspinatus and teres minor are represented explicitly by externalRotators rather than teresMajor."
Single-Arm Cable Rear Delt Fly,shoulders,"deltoids:1.0, rhomboids:0.4, traps:0.4","deltoids:primary, rhomboids:secondary, traps:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,corrected rotator-cuff taxonomy; retained reviewed role weights,"Posterior deltoids drive horizontal abduction; rhomboids and traps retract and stabilize the scapulae, while infraspinatus and teres minor are represented explicitly by externalRotators rather than teresMajor."
Chest-Supported Dumbbell Rear Delt Raise,shoulders,"deltoids:1.0, rhomboids:0.4, traps:0.4","deltoids:primary, rhomboids:secondary, traps:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,corrected explicit external-rotator taxonomy,Posterior deltoids and scapular retractors control the pull; infraspinatus and teres minor are represented explicitly by externalRotators wherever the movement includes external rotation.
Barbell Clean and Jerk,shoulders,"deltoids:1.0, quads:0.7, glutes:0.7, triceps:0.7, hamstrings:0.4, traps:0.4","deltoids:primary, triceps:secondary, quads:secondary, gluteMax:secondary, traps:secondary, hamstrings:secondary, lowerBack:secondary, forearms:secondary, calves:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, pectorals:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted traps 0.4->0.7; added lowerBack:0.4; added forearms:0.4; added calves:0.4; added serratus:0.4; added abs:0.4; added obliques:0.2; added pectorals:0.2; added biceps:0.2,"Clean-and-jerk/jerk mapping combines reviewed clean and push-press/jerk mechanics: quads/glutes/calves drive the dip and catch, traps and posterior chain contribute to the clean, and deltoids/triceps/serratus stabilize the overhead lockout."
Barbell Clean and Press,shoulders,"deltoids:1.0, triceps:0.7, quads:0.7, traps:0.4, glutes:0.4","deltoids:primary, triceps:secondary, quads:secondary, gluteMax:secondary, hamstrings:secondary, traps:secondary, lowerBack:secondary, forearms:secondary, calves:secondary, serratus:secondary, pectorals:secondary, abs:secondary, obliques:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,reweighted glutes 0.4->0.7; added hamstrings:0.4; added lowerBack:0.4; added forearms:0.4; added calves:0.4; added serratus:0.4; added pectorals:0.4; added abs:0.4; added obliques:0.2; added biceps:0.2,"Clean-and-press mapping combines reviewed clean/Olympic-pull and overhead-press mechanics: lower body and posterior chain clean the load, forearms grip/rack, then deltoids/triceps press while serratus/traps and trunk stabilize overhead."
Codman Pendulum,shoulders,"deltoids:1.0, teresMajor:0.4, forearms:0.2","deltoids:stabilizer, externalRotators:stabilizer",done,Codex,2026-07-19,converted reviewed tiers to roles; applied biomechanics remediation,"Codman pendulums are passive, gravity-assisted shoulder mobility. Deltoids and external rotators are visualization-only stabilizers and receive no hard-set volume credit."
Dumbbell Devil's Press,shoulders,"deltoids:1.0, glutes:0.7, pectorals:0.7, triceps:0.4, hamstrings:0.4, quads:0.4, lats:0.4","deltoids:primary, gluteMax:secondary, hamstrings:secondary, lowerBack:secondary, pectorals:secondary, triceps:secondary, quads:secondary, traps:secondary, forearms:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, calves:stabilizer",done,Codex,2026-06-27,reweighted triceps 0.4->0.7; reweighted hamstrings 0.4->0.7; removed lats; added lowerBack:0.7; added traps:0.4; added forearms:0.4; added serratus:0.4; added abs:0.4; added obliques:0.2; added calves:0.2,"Devil's press mapping combines a dumbbell burpee, hinge/swing, and overhead press: deltoids are primary overhead, posterior chain and lowerBack drive the swing, pectorals/triceps cover the push-up phase, and grip/trunk/serratus stabilize."
Dumbbell Diagonal Shoulder Press,shoulders,"deltoids:1.0, triceps:0.7, pectorals:0.4, traps:0.4","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added serratus:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Overhead press mapping follows ExRx military press plus overhead-press EMG evidence: deltoids are primary, triceps major, clavicular pectorals, traps, and serratus assist scapular/pressing mechanics, while abs/obliques/lowerBack brace standing posture and biceps is a trace dynamic stabilizer. Diagonal path is treated as a dumbbell overhead-press variant within the same shoulder/scapular pattern."
Double-Kettlebell Clean and Press,shoulders,"deltoids:1.0, triceps:0.7, quads:0.7, traps:0.4, glutes:0.4","deltoids:primary, triceps:secondary, quads:secondary, gluteMax:secondary, hamstrings:secondary, traps:secondary, lowerBack:secondary, forearms:secondary, calves:secondary, serratus:secondary, pectorals:secondary, abs:secondary, obliques:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,reweighted glutes 0.4->0.7; added hamstrings:0.4; added lowerBack:0.4; added forearms:0.4; added calves:0.4; added serratus:0.4; added pectorals:0.4; added abs:0.4; added obliques:0.2; added biceps:0.2,"Clean-and-press mapping combines reviewed clean/Olympic-pull and overhead-press mechanics: lower body and posterior chain clean the load, forearms grip/rack, then deltoids/triceps press while serratus/traps and trunk stabilize overhead."
Bent-Over Dumbbell Face Pull,shoulders,"deltoids:1.0, traps:0.7, rhomboids:0.7, teresMajor:0.4","deltoids:primary, traps:secondary, rhomboids:secondary, externalRotators:secondary, forearms:stabilizer, biceps:stabilizer",done,Codex,2026-07-19,corrected explicit external-rotator taxonomy,Posterior deltoids and scapular retractors control the pull; infraspinatus and teres minor are represented explicitly by externalRotators wherever the movement includes external rotation.
Dumbbell Bradford Press,shoulders,"deltoids:1.0, triceps:0.7, traps:0.4","deltoids:primary, triceps:secondary, pectorals:secondary, traps:secondary, serratus:secondary, abs:secondary, obliques:stabilizer, lowerBack:stabilizer, biceps:stabilizer",done,Codex,2026-06-27,added pectorals:0.4; added serratus:0.4; added abs:0.4; added obliques:0.2; added lowerBack:0.2; added biceps:0.2,"Overhead press mapping follows ExRx military press plus overhead-press EMG evidence: deltoids are primary, triceps major, clavicular pectorals, traps, and serratus assist scapular/pressing mechanics, while abs/obliques/lowerBack brace standing posture and biceps is a trace dynamic stabilizer."
